video_id,publishDates,authorName,comments,likeCount
Beld090NIoo,2023-04-05T12:46:59Z,Day Turkov,"Кайф!! Осбоенно то, что играешь без лифчика) so exited!!!",0
Beld090NIoo,2023-04-05T12:18:16Z,Sowa19,Gefällt mir sehr ...   😊,0
Beld090NIoo,2023-04-05T11:48:41Z,Red Heron,👽🙏💚🎶,0
Beld090NIoo,2023-04-04T19:26:10Z,andrea magri,oiu,0
Beld090NIoo,2023-04-04T13:37:20Z,lex,"yes <a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=22m22s"">22:22</a>",0
Beld090NIoo,2023-04-04T11:25:46Z,Roberto Pesce,"Grazie <a href=""about:invalid#zCSafez""></a>",0
Beld090NIoo,2023-04-04T08:29:48Z,Cordon de Plata Films,Hay una particula cosmica que brilla en todos los corazones<br>Hay una razón para ser y otra para canalizar las emociones<br>Días que quiero que la cama me abduzca <br>Libros y guitarras y las plantas que te gustan,0
Beld090NIoo,2023-04-04T03:56:01Z,Al Watson,Electric guitar and a marimba...at the SAME TIME!!! GENIUS!!,2
Beld090NIoo,2023-04-03T19:52:56Z,Pablo Gonzalez,This video inspires me to put more plants in my living room.,0
Beld090NIoo,2023-04-03T18:11:30Z,Samuele Trovato,Good vibration 🌐🎶,0
Beld090NIoo,2023-04-03T16:24:30Z,Ewelina Sz,❤❤❤,0
Beld090NIoo,2023-04-03T14:37:00Z,frank bernardi,She takes the records from the Edge. A very gently and relaxed dj,0
Beld090NIoo,2023-04-03T02:59:25Z,Hunter Mann,Nice groove Millie!<br>Please stop by Art Car Camp at Burning Man . 😊🌎,0
Beld090NIoo,2023-04-02T13:12:52Z,Filosofía x 2 pesos,Nos gusta esto!!,0
Beld090NIoo,2023-04-02T11:33:44Z,Roberto Dutra Jr.,"sooo, awesome, but the adds really kill the vibe",0
Beld090NIoo,2023-03-31T19:24:53Z,Adrienne Schugren,"I imagine a UFO visiting Earth, downloading this set, and playing it as they cruise through the star systems, feet on the dashboard, passing the space spliff back and forth",1
Beld090NIoo,2023-03-31T15:52:29Z,thiago lima,Great ❤,0
Beld090NIoo,2023-03-31T13:14:20Z,DUBSTAR RECORDS,this is the exact music i make i hear it in the eithers and it comes out,0
Beld090NIoo,2023-03-31T02:01:40Z,rachellyeah,DOPEEEEEEE,1
Beld090NIoo,2023-03-30T18:05:24Z,Allan P. Santos,Muito foda!,0
Beld090NIoo,2023-03-29T16:20:59Z,Ricardo Malsam Kabral,TE EZCUCHO CIENPRE ZONAZ GENIAL .....,0
Beld090NIoo,2023-03-29T14:18:41Z,martin skrezyna,why no bra?,0
Beld090NIoo,2023-03-29T10:46:35Z,Christopher Phee,My Chakras are alligned,0
Beld090NIoo,2023-03-29T04:27:28Z,RonniStyles,"I&#39;m  a musician. It is easier t o translate sounds, however it is harder to actually play the music yourself and translate, none the less, I think it&#39;s all the same. :) and I enjoy this!",0
Beld090NIoo,2023-03-27T10:44:39Z,Vj Arkiv,ArkivSelected 🌈🎶🎧…🌟,0
Beld090NIoo,2023-03-27T07:05:17Z,Akshit Bishnoi,Loved it!,0
Beld090NIoo,2023-03-26T01:46:17Z,S Lee,Awesome set!  We grooved to this while doing homework 🙌🙌🙌,3
Beld090NIoo,2023-03-25T19:36:01Z,Salt Spring Design,great mix and nice to see you grooving over there ❤❤❤,0
Beld090NIoo,2023-03-25T09:05:49Z,Martin Federl,🙏🤜🤛❤,0
Beld090NIoo,2023-03-25T05:09:19Z,mark baker,This is freakin amazing. Great tracks and mixing Millie!! Love from West OZ.,0
Beld090NIoo,2023-03-25T02:52:20Z,DJ A YALL,this the kinda music that make you think,0
Beld090NIoo,2023-03-24T05:32:43Z,Cordilla Marcos,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=16m37s"">16:37</a>",0
Beld090NIoo,2023-03-23T23:14:00Z,Nice2Mitya,Great stuff.,0
Beld090NIoo,2023-03-23T23:07:51Z,Hybrid Animal,"Man, what’s in the water in Bristol?  So many great musicians, bands, and dj’s!  Bass culture…",1
Beld090NIoo,2023-03-23T18:21:29Z,eric chamberland,This is a very good one and well chosen and balanced... mind candy,2
Beld090NIoo,2023-03-23T17:22:19Z,Jamie Anderson,"love ya style, very Mod",0
Beld090NIoo,2023-03-23T07:58:28Z,Cat Cat,Yeah this is amazing! Thank you.,0
Beld090NIoo,2023-03-22T18:31:22Z,Bárbara Lima,so awesome,0
Beld090NIoo,2023-03-22T17:05:29Z,Chris Mo,"Awesome setup, from the plants to the carmen.",0
Beld090NIoo,2023-03-22T08:40:17Z,fabienne POISSY,"super vidéo de voir Millie McKee dans son environnement, vue de dessus <a href=""about:invalid#zCSafez""></a>",0
Beld090NIoo,2023-03-22T07:13:15Z,Volkan Er,"This is amazing. I love music, sound and deep soul. This vibrated my all cells.",0
Beld090NIoo,2023-03-22T00:35:20Z,KTM-Wind Rider Maui,Great Grooves 🤙,0
Beld090NIoo,2023-03-21T20:27:23Z,eveeyeherisense,this plants had a real good time i think.,0
Beld090NIoo,2023-03-21T08:49:20Z,Ana maria martinez,De lujo!,0
Beld090NIoo,2023-03-20T16:35:30Z,Ewighol,"Definitely one of my favorite sets from MAJ, I listen it again and again and still love it!",17
Beld090NIoo,2023-03-17T19:48:16Z,rasman1876,This mix hits so heavy! 😎,3
Beld090NIoo,2023-03-17T15:19:57Z,Eddie Ferrison,Do you have very nice records. From your selection Millie Love,1
Beld090NIoo,2023-03-17T14:28:03Z,Stefan Quarry,"Great Set, thank you!<br>Love from Scotland",1
Beld090NIoo,2023-03-16T19:27:06Z,Serenity NOW,"Keep coming back to this mix, great vibes!",2
Beld090NIoo,2023-03-16T15:29:16Z,Fell,que set maravilhoso minha deusa,1
Beld090NIoo,2023-03-16T10:20:30Z,Rute C. Pereira,WOW Amazing set!!!! What an inspirational and uplifting set!  🌈 Amazing selection and what a flow! What a vibe 🦄🌻 Thank you!!!!! 🙌🤩 Much love from Portugal keep spreading these exquisite magical sounds 🔥,1
Beld090NIoo,2023-03-16T01:36:03Z,LoDella,Oh. This is home.,0
Beld090NIoo,2023-03-15T02:13:59Z,Jacob Pinsonneault,This has me bouncing around in the shower and jiggling my whole body lol 😆,0
Beld090NIoo,2023-03-14T19:01:48Z,TV McGameAds,Perhaps my favorite mix out of all the MAJ videos. So many straight fire songs,1
Beld090NIoo,2023-03-14T18:36:40Z,Wooolf Sounds,Great stuff! Love your mixing desk 😍,0
Beld090NIoo,2023-03-14T03:40:00Z,An t,Mannn... she didnt leave any coolness left for anyone else,1
Beld090NIoo,2023-03-13T18:04:36Z,J J,yewwwww,0
Beld090NIoo,2023-03-13T15:13:34Z,Danielisimo51,Just what I was looking for to bob my head while I work! Awesome space too! &lt;3,0
Beld090NIoo,2023-03-13T06:55:45Z,Cristu XXIV,☯,0
Beld090NIoo,2023-03-13T02:25:51Z,Shae Manny,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=14m55s"">14:55</a> Bruh so hype",0
Beld090NIoo,2023-03-13T00:57:29Z,Clifford Robert Booker Jr.,Love U and Love your taste in music ......carry on my dear !,0
Beld090NIoo,2023-03-12T21:23:45Z,matt waza,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=27m59s"">27:59</a> transition went crazy",0
Beld090NIoo,2023-03-12T19:54:48Z,Captain Heartness,thank you,0
Beld090NIoo,2023-03-12T13:29:04Z,bosslady sanka ,❤❤❤yeah yeah yeah...gooooooddd shiiiiiit,0
Beld090NIoo,2023-03-11T15:59:00Z,Chris Stevens,I can tell this is going to get a lot of play at my house,1
Beld090NIoo,2023-03-10T20:59:34Z,Jonathon Gale,almost 2 million views? wheres the follow up!,0
Beld090NIoo,2023-03-10T19:38:25Z,Мария Ли,awesome!🥰cheers from Russia😘,0
Beld090NIoo,2023-03-10T12:31:02Z,Mic L,Why can&#39;t all women be this beautiful...?,0
Beld090NIoo,2023-03-10T06:36:23Z,Mad MusicJunky,the music is a almost in a genre of its own.  I LOOOOOOVVVVEEEEE!!!!  And add in how super-cute she is and I can&#39;t click away!,0
Beld090NIoo,2023-03-10T00:44:56Z,Griffin Kirkland,🔥🔥🔥🔥🔥,0
Beld090NIoo,2023-03-09T22:50:25Z,Andrew Keith,this is friggin dope dude,1
Beld090NIoo,2023-03-08T17:26:42Z,Rocco M,Absolute top class.<br>Respect Millie.<br>Greetings from Belgium,3
Beld090NIoo,2023-03-07T22:37:59Z,SEBASTIÃO Carneiro,Freak of the freaks! ❤❤❤❤,1
Beld090NIoo,2023-03-07T20:27:06Z,Margalee,!!!! &lt;3,0
Beld090NIoo,2023-03-07T16:35:23Z,Frank Dominguez Laya,WOOOOOWWWW,0
Beld090NIoo,2023-03-07T09:44:35Z,Letícia Freitas,um espetáculo! bravo,1
Beld090NIoo,2023-03-07T08:07:55Z,Leila McNamara,omgggg please come to Australia! this would be an absolute wicket set up in the desert,1
Beld090NIoo,2023-03-07T05:15:10Z,Tharaka Senarath,😍😇🤩,0
Beld090NIoo,2023-03-06T13:14:34Z,Neil Thornely,That plant collection is 🔥<br><br>Just started the set 😎,0
Beld090NIoo,2023-03-05T12:27:23Z,Vegan Vocalist,"Check out all the light from the plants and beautiful natural wooden mixing desk , that first track has some bad ass bass and Indian drums ;D",0
Beld090NIoo,2023-03-05T12:24:11Z,Vegan Vocalist,🤎🤎🤎,0
Beld090NIoo,2023-03-04T23:04:13Z,Samuel,tsssss 🔥,0
Beld090NIoo,2023-03-04T17:36:15Z,KÃMIKAZE,+++,0
Beld090NIoo,2023-03-04T09:48:33Z,Bedlum Productions,Love this. Thank you,0
Beld090NIoo,2023-03-03T10:50:18Z,Rokas Martus,"Music I didn&#39;t know existed, amazing",0
Beld090NIoo,2023-03-03T01:47:08Z,Chede Productora,...,0
Beld090NIoo,2023-03-02T17:46:33Z,Ladxi Mora,Great!,0
Beld090NIoo,2023-03-02T17:11:26Z,Inês Pardo,💥,0
Beld090NIoo,2023-03-02T10:19:33Z,Mário Pedro,This is so good... Fantastic.,0
Beld090NIoo,2023-03-01T21:00:26Z,phillip pino,Go Girl! Awesome set!,0
Beld090NIoo,2023-03-01T20:06:24Z,Diego Mattos,"Ta de parabéns, belíssimo set",0
Beld090NIoo,2023-03-01T16:24:56Z,Gaston Hinostroza,Bomba! Loving this ✌🏼,0
Beld090NIoo,2023-02-28T19:20:18Z,Michael Schollert,Amazing and captivating! I need to listen more to this type of music.,0
Beld090NIoo,2023-02-28T18:28:05Z,Harry Chapin,Millie is HOT! I like the Indian scales.,0
Beld090NIoo,2023-02-28T16:35:25Z,Seher M.,🥰,0
Beld090NIoo,2023-02-28T03:10:17Z,Matheus Zaroni,"So good, thanks a lot for this &lt;3",0
Beld090NIoo,2023-02-27T20:11:54Z,david chan,"dgreat playlist, hope we can upgrade to digital files, i can hear all the old vynil noise, maybe is a prefrence but i dont enjoy noise",0
Beld090NIoo,2023-02-27T18:52:50Z,The Muse,Superb mix!! 👌🏼 Your best so far for me!! ❤,1
Beld090NIoo,2023-02-27T17:31:24Z,Michael A.Obodinski,she is incredible!,1
Beld090NIoo,2023-02-27T17:15:01Z,Andrés de la Torre,"<a href=""https://www.youtube.com/watch?v=Afk_89Ed4X4&amp;t=3609s"">https://www.youtube.com/watch?v=Afk_89Ed4X4&amp;t=3609s</a>",0
Beld090NIoo,2023-02-27T11:20:34Z,TJStax,Holy crap. Absolutely stellar stuff. Enjoying it tons while working. Thank you!,1
Beld090NIoo,2023-02-27T09:51:58Z,freewheelindave,"Brilliant and eclectic soundscape, skilled ears and adept hands. 🙏🏾🙏🏾",3
Beld090NIoo,2023-02-27T06:58:12Z,Sensibeatz,The music is dope!! I also want to  recognize the dopeness of Millie &lt;3  absolutely gorgeous,1
Beld090NIoo,2023-02-26T21:41:55Z,Chihiro Lin,yooooo this is fire 😳,1
Beld090NIoo,2023-02-26T17:58:43Z,Crinklechips,No Spotify playlist can beat this.  Fantastic!!,180
Beld090NIoo,2023-02-26T14:38:12Z,Poor Pixie,Crazzzzyyyyyy good❤❤❤,0
Beld090NIoo,2023-02-25T01:55:14Z,naircat,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=20m15s"">20:15</a><br><a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=10m34s"">10:34</a>",0
Beld090NIoo,2023-02-24T20:33:29Z,Daniel Ing,Great set Millie!  The Boogaloo Joe Jones was a great way to wrap it up.,2
Beld090NIoo,2023-02-23T23:16:12Z,Claire Porter,GROOVY,0
Beld090NIoo,2023-02-23T18:42:44Z,ll po,She looks like lily rose,0
Beld090NIoo,2023-02-23T17:20:57Z,Daniel Shehori,SO GOOD! Thank you!,0
Beld090NIoo,2023-02-23T15:51:52Z,Victor Carvalho,"This YT page reminded me of why I love music, specially analog music.<br><br>The sound has an unique texture to it almost as if you can touch it... <br><br>Amazing song selection BTW...",0
Beld090NIoo,2023-02-23T13:48:07Z,CJs BASE,Asian groove is the truth,0
Beld090NIoo,2023-02-23T08:17:24Z,John Lobochevsky,Brand name mixer?,0
Beld090NIoo,2023-02-23T04:01:12Z,Bob Z Uploads,God damn this is so good.,1
Beld090NIoo,2023-02-22T22:38:28Z,Fulya,"Anyone know the name of these equipments (the vinly record player, mixer, and the other 2 at the bottom)? Been searching to get a pair to myself. Thanks for the help",0
Beld090NIoo,2023-02-22T15:02:38Z,Tae Jun,woah that&#39;s a sweet mixer,0
Beld090NIoo,2023-02-22T12:09:49Z,Ketu,Что это?🙈,0
Beld090NIoo,2023-02-22T05:45:39Z,honkchisel,"That last track though, oof",0
Beld090NIoo,2023-02-22T03:23:50Z,Trevor Dierolf,☮❤🎶,0
Beld090NIoo,2023-02-22T02:00:36Z,Jason108,I just found my new favorite YT channel.,0
Beld090NIoo,2023-02-21T22:03:07Z,Don C,Amazing!!!,0
Beld090NIoo,2023-02-21T18:00:20Z,Агент Штази,4,0
Beld090NIoo,2023-02-21T18:00:16Z,Агент Штази,3,0
Beld090NIoo,2023-02-21T18:00:12Z,Агент Штази,2,0
Beld090NIoo,2023-02-21T18:00:08Z,Агент Штази,1,0
Beld090NIoo,2023-02-21T16:45:44Z,alex ⁞ EARTHSHIP ⁞ leeor₊˚ˑ༄ؘ,"oh wow, what luck i stumbled upon this beautiful mix! i havent listened to this kind of thing for a lONg time.. if ever.. and just what ive been looking for.. thanks for sharing.. time to dance :)<br>🥰",0
Beld090NIoo,2023-02-21T16:09:30Z,Shost Channel,"Cool idea, Good View and Excellent Music. Bravo!",0
Beld090NIoo,2023-02-20T19:06:35Z,Jan Budin,"Amazing selection...please work on the transitions! Anyway I&#39;m having a great evening thanks to your work, grateful",0
Beld090NIoo,2023-02-20T16:44:06Z,Madeleine Svaneberg Li,LOOOOOOOVE THIS,1
Beld090NIoo,2023-02-20T15:46:30Z,Kira Pilat,thank you Millie McKee; this is what I have been searching for. Thank you for the peace and expansion,1
Beld090NIoo,2023-02-20T14:56:05Z,Sady,ilove,0
Beld090NIoo,2023-02-18T23:13:26Z,Maria,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=9m26s"">9:26</a> chilling with some friends and this made us get up and dance. insanely good mix!!!🍃🍃",12
Beld090NIoo,2023-02-18T21:23:42Z,PortageGoods,Do you ever mix songs? Or just co start one as the the other ends.  To me that’s more like a jukebox than a dj. Help me understand.,0
Beld090NIoo,2023-02-18T18:56:35Z,ben rado,such a lady dj,0
Beld090NIoo,2023-02-18T15:40:53Z,cyprien schaffner,Du lourd &lt;3,1
Beld090NIoo,2023-02-18T13:35:01Z,Fabien Baron,THANKS YOU,1
Beld090NIoo,2023-02-17T21:54:11Z,Tyler Pruitt,Loved the tracks with Konnakol,1
Beld090NIoo,2023-02-17T16:54:46Z,Laura Barrera,💓,1
Beld090NIoo,2023-02-17T15:10:50Z,Josselyn Marroquin,Where is the record holder from??? I love it!,0
Beld090NIoo,2023-02-16T21:43:23Z,Gerson Gutierrez,Didnt know about Natalie Portman&#39;s hidden talent haha,1
Beld090NIoo,2023-02-16T20:09:05Z,Ryan Stinson,IMMACULATE VIBES 🗿🐍❤️‍🔥,0
Beld090NIoo,2023-02-16T17:56:57Z,QR Menü - QAR Akıllı Menü Sistemleri,great!,0
Beld090NIoo,2023-02-16T10:24:58Z,Meron Prakev,"<a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=16m00s"">16:00</a>",0
Beld090NIoo,2023-02-16T02:42:19Z,Alex Smith,This is so lovely and funky,0
Beld090NIoo,2023-02-15T17:17:31Z,Red Brown,Much love to Millie from Irmo!,1
Beld090NIoo,2023-02-13T23:56:28Z,C. Schitz Popinov,*i come across a video I’m fairly certain I hadn’t tapped on before but I’ve already liked it previously.<br>🤷🏼‍♂️,0
Beld090NIoo,2023-02-13T04:03:03Z,Diego Costa,"Caramba, mina! Set perfeito!!!",2
Beld090NIoo,2023-02-12T18:54:41Z,Elit Acilan,Teşekkürler 👍🏼,1
Beld090NIoo,2023-02-11T23:18:30Z,Farm House Films,PERFECT.,0
Beld090NIoo,2023-02-11T17:25:30Z,Abhisub,"Such a sick mix ! Thank you millie!! Loved the entire set, heard 3 tracks before and found several new!! Loved the audio output, especially the bass so crisp and meaty",4
Beld090NIoo,2023-02-11T15:02:36Z,Sun Sun,unique &lt;3,1
Beld090NIoo,2023-02-10T20:49:32Z,M,This set was utterly fantastic. That song “Beri Beri” is sick as hell. Thanks so much.,3
Beld090NIoo,2023-02-10T16:52:34Z,Joni Anfil,Thank you so much Millie McKee,1
Beld090NIoo,2023-02-10T09:10:38Z,Mauri Cana,Great MILLIE!!!,1
Beld090NIoo,2023-02-09T17:19:55Z,Danie,Love love love the vibes.,1
Beld090NIoo,2023-02-09T15:49:53Z,Jeremy Colledge,"I&#39;m thinking more &quot;Selector&quot; than DJ, no offense! I loved this set, you have an exceptional taste in music. I&#39;ve put this on repeat several times!",1
Beld090NIoo,2023-02-09T11:00:17Z,Awakened Table,Love love love this !,0
Beld090NIoo,2023-02-08T09:37:27Z,Real sa Nisave,"Great music, and greetings from Serbia!",3
Beld090NIoo,2023-02-08T01:44:33Z,Jonathan Z,That last song 👌,0
Beld090NIoo,2023-02-07T14:46:27Z,anon,This set is fayahhhh,0
Beld090NIoo,2023-02-06T21:30:14Z,Stefani Satiro,Amazed by this set!!,1
Beld090NIoo,2023-02-06T20:43:49Z,diash turnfield,this selection is superb.Merci 🙏✨,2
Beld090NIoo,2023-02-06T13:32:20Z,Ivan Pauw,Yes Ja Millie!!!!!!!!! Your tunes are so freaking groovy! Thanks!,2
Beld090NIoo,2023-02-06T07:52:45Z,Rodrigo Bertuzzi,OMG what a breathtaking ending,1
Beld090NIoo,2023-02-05T21:13:20Z,Arianna Gazzola,it seems plants enjoy your music too :) they&#39;re so good,0
Beld090NIoo,2023-02-05T09:07:03Z,Sam Tahmassebi,"so good. I mean, soooo good.",0
Beld090NIoo,2023-02-05T00:18:06Z,Ms. Mellymel,"Millie Mckee! Wow!! Gratitude from Denver, Colorado, USA. Your funky world house style is blowing my mind. 🤘😎🤘",2
Beld090NIoo,2023-02-04T22:58:43Z,Matthew Jandecka,Like flipping through the radio stations.,0
Beld090NIoo,2023-02-04T20:15:33Z,IBitchSalpSatan,Very very nice 🙂,0
Beld090NIoo,2023-02-04T11:45:49Z,Daniel Martinez Delis,"nice precioso guapisimos ,,beso .. blessings",0
Beld090NIoo,2023-02-04T06:23:51Z,Sameer Chadha,You got it right. Groove on,1
Beld090NIoo,2023-02-03T19:32:35Z,David Camilo Martinez,Las plantas están en una.,0
Beld090NIoo,2023-02-01T21:27:20Z,Crow,i really dig this set. love this trippy mix. more of this pls?,4
Beld090NIoo,2023-02-01T16:36:17Z,GR Fielding,There are some real gems in this set! I come back often.,1
Beld090NIoo,2023-01-30T23:51:00Z,Gaston Gutfraind,"Its a poem to heart, thank u 🖤",1
Beld090NIoo,2023-01-30T01:25:48Z,D H,Great job on this mix,0
Beld090NIoo,2023-01-29T02:41:49Z,B. Bailey,THIS... is a lush green thirst-quenching oasis in a wasteland of industrial techno hell! love all the green growing things around you too.,1
Beld090NIoo,2023-01-28T23:39:08Z,seb chti,Nice vibes :) good vibes perfect ;),1
Beld090NIoo,2023-01-28T13:48:56Z,Laura Colombo,Falling more in love with this set every time I hear it 💖 thank you 🙏 💖🙏,5
Beld090NIoo,2023-01-27T18:49:31Z,Ray Uptown,Spiritual Jazz?..That&#39;s the whitest shit I&#39;ve ever heard..Pass.,0
Beld090NIoo,2023-01-26T20:00:30Z,Rick Chapman,"Man, where does she come up with this shit! I mean Radio Head on vinyl is so fucking cool but I want more of this!",1
Beld090NIoo,2023-01-25T21:20:47Z,Rezer Music,"Very interesting vibes and rythms, massive 🥶",0
Beld090NIoo,2023-01-25T04:46:28Z,Artist Yuriy Blonskiy,Amazing set ! This music is waking up a lot of feelings!),3
Beld090NIoo,2023-01-24T07:02:16Z,Thomas Sellin,Wow…what an awesome selection. Outstanding	!!!,2
Beld090NIoo,2023-01-24T01:38:05Z,SoundOnShape com - NFT Marketplace for Music,choice eclectic mix -- thank you for the light touch...,1
Beld090NIoo,2023-01-23T19:26:45Z,Python Programmer,Sweet music!,1
Beld090NIoo,2023-01-23T16:24:46Z,Selen T.,"I have been a Patreon of My Analog Journal a while ago where he was in the beginning of this journey and look where it headed! I love this! <br>Also people who are listening to this set has a very good music taste I would say. This set is extremely good! Who would be willing to share what they like more of this Genres that I can discover more names, thanks!",1
Beld090NIoo,2023-01-23T08:58:24Z,Ronald Blom,"Delicious, analog. Thank you,",0
Beld090NIoo,2023-01-22T19:56:29Z,Cesar Ferraz,Muito bom!,1
Beld090NIoo,2023-01-22T15:15:16Z,asaf dana,That beautiful,1
Beld090NIoo,2023-01-21T16:42:17Z,andres consuelo,Gracias,1
Beld090NIoo,2023-01-21T10:59:56Z,Umut Ozcan,There are venues in Berlin that would welcome these diverse sounds and many other genres of course. Did you have such a thought? Would be lovely,1
Beld090NIoo,2023-01-21T09:38:54Z,bassisterv,❤❤❤❤❤,0
Beld090NIoo,2023-01-20T17:02:06Z,Numpty Numnum,"Thank you 🎉 great grooves, u go girl ❤",2
Beld090NIoo,2023-01-20T12:32:02Z,cooper meneghetti,set production had it Poppin,1
Beld090NIoo,2023-01-19T15:41:30Z,Ofthelineofeld19,This is so good. Love the beats and transitions.,2
Beld090NIoo,2023-01-19T04:42:19Z,akas zarkasih,musik na hapis hade pisan katampi 💋❤,1
Beld090NIoo,2023-01-18T18:16:37Z,gabriel marcelli,"Thanks for this selection. Very inspiring. Big UP for your project. We need more dj sets, so well studyied like this in this world)",3
Beld090NIoo,2023-01-18T18:03:12Z,Dillesp Cosmic Consciousness,"Fiz a narração do primeiro capitulo do livro Consciência Cósmica, na intensão de popular mais esse conhecimento riquíssimo. Em breve capitulo 2!  <a href=""https://www.youtube.com/watch?v=UwuxxeH4vrA"">https://www.youtube.com/watch?v=UwuxxeH4vrA</a>",0
Beld090NIoo,2023-01-18T17:53:47Z,Never stoptraveling,nice...nice... 😜,2
Beld090NIoo,2023-01-17T16:56:58Z,Tim Shores,My lord,1
Beld090NIoo,2023-01-17T15:11:11Z,Gelimo France,❤😇 Great,1
Beld090NIoo,2023-01-14T21:23:08Z,J. A.-S.,"Super cool, enough said. Great video !",1
Beld090NIoo,2023-01-14T19:16:15Z,Miguel Pascual,what is the intro theme?,0
Beld090NIoo,2023-01-13T19:39:33Z,Jeff The Ripper,"This selecta is fuckin great, what a sound ! Top selection 11111111111111111",1
Beld090NIoo,2023-01-13T06:41:27Z,Dr Al,I love people who know what they are doing.  Many thanks.,1
Beld090NIoo,2023-01-12T01:23:16Z,Driada musicoterapia,❤❤❤❤❤❤❤,1
Beld090NIoo,2023-01-10T18:17:51Z,Manuel Yepez,"Millie killing it out here!<a href=""about:invalid#zCSafez""></a>",3
Beld090NIoo,2023-01-10T18:00:38Z,dl1932ZZ,This set is SO good.,2
Beld090NIoo,2023-01-10T17:03:36Z,Benjamin I Meszaros,PLANTS!,0
Beld090NIoo,2023-01-10T13:46:52Z,José De Nata,"Thanks cutie, awesome set",0
Beld090NIoo,2023-01-10T00:44:10Z,peanut duber,Wow nothing short of amazing. You don’t even pick up an instrument I love playing amazing music with your art. I’ll give you many flowers and love and kisses,1
Beld090NIoo,2023-01-09T19:27:39Z,chompachangas,Neato.,0
Beld090NIoo,2023-01-09T13:04:55Z,Daniel Mariot,Brabu!!!!!!,0
Beld090NIoo,2023-01-09T10:53:12Z,Dan Wardell,This set has been on forever repeat since it came out. Much Love Millie!,46
Beld090NIoo,2023-01-08T22:58:24Z,Mega Rastaman,Merci,1
Beld090NIoo,2023-01-08T21:34:37Z,LuckyStriker,"Plays other people&#39;s records, adjusts volume, wears no bra and has potted plants. Has 748K subscribers. OK...",0
Beld090NIoo,2023-01-08T15:59:06Z,Dan Chamberlin,"Millie, Millie, Millie! Oh where have you been? Dig the tunes so much!!! Just wanted to say thank you for the groove and the discovery.  Hope you come to the states some time. TY ~@shoesnshows",1
Beld090NIoo,2023-01-07T19:12:24Z,Роман Путилов,Она же просто поочередно включает пластинки. Вот это диджей.,0
Beld090NIoo,2023-01-07T17:32:26Z,Luis Prieto,Me molesta ver que No deja de tocar los controles.,0
Beld090NIoo,2023-01-07T14:45:46Z,emilia haydee peredo aguirre,What model of turntable are you using? thank you !,0
Beld090NIoo,2023-01-07T14:02:50Z,Kaeta,"Wow, this is so special!",1
Beld090NIoo,2023-01-07T12:58:21Z,Paul' Marchenkov,Вертушки теж хороші ;-),0
Beld090NIoo,2023-01-07T00:36:37Z,石田和正,its so amazing,1
Beld090NIoo,2023-01-06T22:48:48Z,Nicky P,rotary  mixers are the best... we loved playing on these back in the day.. house nostalgia,0
Beld090NIoo,2023-01-06T22:10:15Z,Mr. Max,she&#39;s got RHYTM,1
Beld090NIoo,2023-01-06T19:47:37Z,David Devilliers,Great groove,1
Beld090NIoo,2023-01-06T18:14:21Z,Gerard Beaubrun,"As a Haitian and French Caribbean speaker, I was moved and thrilled by the inclusion of the Acayouman by Funky Reggae around <a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=21m45s"">21:45</a>. Thank you for this. You have my gratitude",2
Beld090NIoo,2023-01-06T17:52:48Z,Gerard Beaubrun,I needed this,1
Beld090NIoo,2023-01-06T17:31:24Z,Emily Hague,"Good stuff! the sample at <a href=""https://www.youtube.com/watch?v=Beld090NIoo&amp;t=29m00s"">29:00</a> (Armagideon) is also on &#39;My Life In the Bush of Ghosts&#39; by Eno &amp; Byrne from 1981, crazy throwback and mysterious tune - what is it?? Anyway what a sweet journey, keep it up Millie!",3
Beld090NIoo,2023-01-06T09:30:28Z,Асур Копенко,You need play topples,0
Beld090NIoo,2023-01-06T06:28:36Z,Андрей Анастасов,"Don&#39;t want this music to stop! Millie, you have an amazing sense of rhythm!",12
Beld090NIoo,2023-01-06T00:51:21Z,Jorge Martinez-Hardin,Invite Millie back! Solid mix,1
Beld090NIoo,2023-01-05T23:24:58Z,arystyp69,Great stuff! Havent heard some of these tunes in years since the ChoiceCuts SoundCloud channel went silent. Thanks for reviving these memories &amp; also bringing many superb beats I havent known into the mix!,0
Beld090NIoo,2023-01-05T20:25:24Z,Journey On Earth,Loving this mix !,0
Beld090NIoo,2023-01-05T20:12:14Z,Allen Smith,Yo guys a little bufo a little dance a lot of love and NOW GET DOWN GET happy and get UP and SMILE.  Thanks for the bad ass dream.,0
Beld090NIoo,2023-01-05T20:01:54Z,Eric Johnson,Dig the greenery.,0
Beld090NIoo,2023-01-05T19:08:46Z,VideoLux,what I was searching for,0
Beld090NIoo,2023-01-05T17:31:11Z,Hüseyin Gelir,"what da heck , super cool",0
Beld090NIoo,2023-01-04T17:56:52Z,kbcee,Only dj&#39;s play vinyl,0
